articleBody,bajada,headline,link,section,source,volanta
"Luego del audio donde un gendarme reconoce que el sargento Sergio Sartirana llevaba en su camioneta a Santiago Maldonado, ahora unos mensajes de Whatsapp muestran la actitud que tomaron los gendarmes contra la comunidad mapuche, al punto de pedir ""matarlos a todos"" después de la desaparición del joven.  En ellos, según se desprende de una nota publicada en Página 12, se observa una marcada bronca hacia los integrantes de esa comunidad, a quienes tildan de “indios, roñosos, mapu, vagos”. Y hasta hay pedidos para que directamente los masacren. “Qué indios de mierda como no los matan a todos”, escribió Ramón Vera, el 8 de agosto a las 12.41, una semana después de la desaparición forzada de Maldonado. LEER MÁS: En medio de la discusión por Nisman, Martín Sivak pidió por Maldonado En una de las manifestaciones que hubo en Esquel, Chubut, uno de los que reclamaban quemó una bandera argentina, algo que enojó a los oficiales. “Los que bajaron la bandera (de Gendarmería) no son argentinos sino terroristas y habría que reprimirlos con dureza”, lanzó un gendarme que no fue identificado en el informe que mandó la Policía Federal Argentina. En los mensajes, también se revela que los gendarmes con cargos superiories los llaman “cagones y maricones” sus subalternos ya que les piden más mano dura contra los mapuches.",En los textos de Whatsapp se leen insultos contra la comunidad mapuche y le exigen más mano dura a sus superiores.,El giro inesperado en la causa Maldonado que complica al asesor de Patricia Bullrich,http://www.eldestapeweb.com//indios-mierda-matenlos-todos-el-insulto-gendarmeria-la-desaparicion-maldonado-n33784,Política,eldestapeweb,La desaparición de Maldonado
"En torno a los rumores por la pelea de egos entre el humorista Antonio Gasalla y Fátima Florez; ahora se confirmó la noticia de que el actor dará un paso al costado del programa de Susana Giménez y abandonará el sketch La empleada pública. La diva de los teléfonos pierde a una de las figuras centrales del ciclo y es inevitable no asociar su renuncia con la mala relación que existía entre él y la imitadora. No obstante, Gasalla intentó disipar las especulaciones al explicar en el programa Ponele que decidió irse para New Jarsey en Estado Unidos y apuntó: ““Este año hice el contrato con Susana con la opción de irme en este momento porque tengo que caer allá cuando se está formando la temporada oficial (de teatro), que es al revés que acá"". LEÉ MÁS: Flor Peña cruzó a Susana por la entrevista con Cristina ""Con Susana no hablé, no se habla mucho con ella. Está en su camarín, peinándose y maquillándose y yo en el mío poniéndome la peluca. Cuando nos vemos, nos vemos frente a la cámara. Ella ya sabe (que se va), antes de empezar puse la cláusula"", reiteró. El actor desmintió que su ida del ciclo tenga algún tipo de relación con los rumores de enfrentamiento con Fátima Florez  aunque admitió que ""solo hubo un problema"" con la humorista, en el primer programa que participó. ""Ella hacía de Cristina Kirchner y lo teníamos (de invitado) a Jorge Lanata. Se fue arriba de Lanata y habló prácticamente todo el espacio que teníamos para hacer La empleada pública. Pero nada más"", se quejó",La renuncia del humorista se da en medio de rumores de la mala relación con otra figura del ciclo.,La inesperada premonición electoral de Campanella que preocupa a Cambiemos,http://www.eldestapeweb.com//gasalla-dejara-el-programa-susana-un-impensado-motivo-n33783,Susana Giménez,eldestapeweb,Susana Giménez
"El director de Infobae, Daniel Hadad, se refirió a la desaparición de Santiago Maldonado, que el 1º de octubre cumple dos meses, y cargó responsabilidades contra el Gobierno por no haber hallado a los responsables todavía. LEÉ MÁS: El insulto de Gendarmería tras la desaparición de Maldonado: ""Indios de mierda, cómo no los matan a todos"". En diálogo con Minutos Contados en Radio Del Plata, el empresario de medios consideró que ""la Argentina no puede repetir viejas historias"" y que le ""parece mentira que todavía todo el peso del estado no haya caído sobre los responsables.    Embed         ""Lo que pasó con Santiago Maldonado es obligación del Estado esclarecerlo cuanto antes"".  ""Nadie está diciendo que acá hay un plan sistemático pero con más razón, como la Argentina sufrió semejante brutalidad en los años 70', hoy tenemos que cuidar cada detalle y a cada persona"", definió Hadad.","El dueño de Infobae, el portal de habla hispana más leído se refirió la desaparición del artesano y criticó al macrismo.",El giro inesperado en la causa Maldonado que complica al asesor de Patricia Bullrich,http://www.eldestapeweb.com//hadad-maldonado-es-obligacion-del-estado-esclarecerlo-cuanto-antes-n33782,Política,eldestapeweb,La desaparición de Maldonado
"La cobertura de un acto implica tomar las textuales más relevantes del principal orador, pero sin desvirtuar su esencia como bien marca uno de los límites de la ética del periodismo. A Cristina Kirchner, en su paso por Ensenada el último fin de semana, Clarín le ""operó"" una frase y le cambió su sentido buscando provocar una reacción de enojo en sus lectores.    Embed    .@todonoticias sostuvo que @CFKArgentina afirmó que iba a volver, pero ésta es su declaración completa. pic.twitter.com/Y5ySE4fhO0 — El Destape (@eldestapeweb) 25 de septiembre de 2017         LEER MÁS: El insulto clasista de Dietrich a un intendente kirchnerista ""Estoy segura de que vamos a volver a construir ese país de sueños e ideales, en el que cada argentino se levantaba y creía que mañana iba a ser mejor que ayer"", dijo la candidata a senadora por la provincia de Buenos Aires. Sin embargo, Clarín y TN cortaron las primeras siete palabras de su frase y la dejó así: ""Estoy segura de que vamos a volver"".    Embed    La engañosa edición de @clarincom sobre una frase de @CFKArgentina para engañar a sus lectores. pic.twitter.com/qA7qgG7TEi — El Destape (@eldestapeweb) 25 de septiembre de 2017",El diario rompió una regla del periodismo para dejar mal parada a la ex Presidenta.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//la-tramposa-edicion-clarin-una-frase-cristina-enojar-sus-lectores-n33781,Política,eldestapeweb,Elecciones 2017
"Luego del audio donde un gendarme reconoce que el sargento Sergio Sartirana llevaba en su camioneta a Santiago Maldonado, ahora unos mensajes de Whatsapp revela duros comentarios de los efectivos contra los mapuches. En ellos, según se desprende de una nota publicada en Página 12, se observa una marcada bronca hacia los integrantes de esa comunidad, a quienes tildan de “indios, roñosos, mapu, vagos”. Y hasta hay pedidos para que directamente los masacren. “Qué indios de mierda como no los matan a todos”, escribió Ramón Vera, el 8 de agosto a las 12.41, una semana después de la desaparición forzada de Maldonado. LEER MÁS: En medio de la discusión por Nisman, Martín Sivak pidió por Maldonado En una de las manifestaciones que hubo en Esquel, Chubut, uno de los que reclamaban quemó una bandera argentina, algo que enojó a los oficiales. “Los que bajaron la bandera (de Gendarmería) no son argentinos sino terroristas y habría que reprimirlos con dureza”, lanzó un gendarme que no fue identificado en el informe que mandó la Policía Federal Argentina. En los mensajes, también se revela que los gendarmes con cargos superiories los llaman “cagones y maricones” sus subalternos ya que les piden más mano dura contra los mapuches.",En los textos de Whatsapp se leen insultos contra la comunidad mapuche y le exigen más mano dura a sus superiores.,El giro inesperado en la causa Maldonado que complica al asesor de Patricia Bullrich,http://www.eldestapeweb.com//el-insulto-gendarmeria-la-desaparicion-maldonado-indios-mierda-como-no-los-matan-todos-n33780,Política,eldestapeweb,La desaparición de Maldonado
"El intendente de San Antonio de Areco, Francisco Paco Durañona, denunció discriminación por parte del Ministro de Transporte Guillermo Dietrich cuando funcionarios municipales fueron a comentarle las problemáticas del municipio. LEÉ MÁS: El peronismo citó a Dietrich para que explique el polémico decreto para cerrar ramales En diálogo con #ElHechoMaldito de FutuRock Radio, Durañona explicó el episodio: ""Hemos tenido históricamente muchos problemas con las inundaciones. Para nosotros es fundamental trabajar sobre los planes de obras y los informes hidráulicos, que ademas es una obligación por ley. Pedimos audiencia con el Ministro de Transporte, que siempre fue rechazada"". ""Yo no recibo a ningún kirchnerista y ustedes son unos grasas"" El viernes pasado, funcionarios del municipio se acercaron a Dietrich durante un acto de campaña del Ministro para explicar la problemática personalmente y, cuenta el intendente, ""la respuesta fue tajante: 'yo no recibo a ningún kirchnerista y ustedes son unos grasas"". ""La respuesta de Dietrich tiene que ver con no aceptar que haya un intendente que no se arrodille a sus pies"", disparó.    Embed         Con respecto a las elecciones de octubre, el intendente de Areco vaticinó que la contienda ""no será fácil, porque todavía está muy presente toda la discusión de la (Resolución) 125 y la instalación de la idea que nuestro espacio político no entiende al campo"".","En diálogo con #ElHechoMaldito, el intendente de San Antonio de Areco, Francisco Paco Durañona, denunció discriminación del Gobierno a los intendentes peronistas.",Colectiveros reclaman la falta de pago de sueldos,http://www.eldestapeweb.com//segun-duranona-dietrich-no-los-recibio-grasas-y-kirchneristas-n33778,Política,eldestapeweb,Provincia
"En el programa Debo Decir (América), conducido por Luis Novaresio, debatían sobre la pericia que realizó Gendarmería y que sostiene que al ex fiscal Alberto Nisman lo mataron. Después de escuchar las opiniones de algunos invitados, quienes se preguntaban cuáles serán los próximos pasos sobre la investigación, Novaresio le pidió su opinión al periodista Martín Sivak. ""Me llama la atención que este peritaje es distinto a otros peritajes, incluído el de la Corte"", expresó. LEER MÁS: La reacción del público cuando Víctor Hugo pidió ""un reconocimeinto"" para Navarro Sin embargo, compartió cuál es el asunto más relevante para él por estas horas. ""No es por jerarquizar las muertes, pero para mí, por lejos, el tema de la Argentina es la desaparición forzada de Santiago Maldonado"". Y sumó: ""Es un hecho de una gravedad extrema y la explicación de las autoridades es pobrísima"".     Embed    El periodista @sivakme definió la desaparición forzada de Maldonado como ""el tema de la Argentina"" y lo calificó como ""de gravedad extrema"" pic.twitter.com/MG07Ha3qFT — El Destape (@eldestapeweb) 25 de septiembre de 2017","El escritor Martín Sivak señaló que la desaparición forzada del joven es ""el gran tema de la Argentina"".",El giro inesperado en la causa Maldonado que complica al asesor de Patricia Bullrich,http://www.eldestapeweb.com//en-el-programa-novaresio-hablaban-del-caso-nisman-y-un-periodista-pidio-maldonado-n33777,Política,eldestapeweb,La desaparición de Maldonado
"El periodista Víctor Hugo Morales pidió al público un aplauso para su colega Roberto Navarro, luego del despido de este último del canal C5N. La reacción de la gente fue inmediata y se escuchó en el salón. Víctor Hugo asistió a la Feria del Libro de General Roca, Río Negro, a presentar su último material, ""Papel Prensa: el grupo de tareas"". Al comenzar su discurso, VHM pidió ""un aplauso"" para Navarro, que fue correspondido por el público. Luego, Víctor Hugo destacó la labor periodística de Navarro en estos primeros años de gestión de Mauricio Macri y resaltó que mucha gente le preguntaba por él al llegar a la localidad patagónica.     Embed    .@VHMok pidió un aplauso para @robdnavarro durante la presentación de su libro y así reaccionó el público pic.twitter.com/jmAKTjVKIn — El Destape (@eldestapeweb) 25 de septiembre de 2017","En General Roca, el periodista presentó su último libro pero el despido del conductor de Economía Política no pasó inadvertido.",La carta que cerró la grieta por las amenazas de Macri a Verbitsky,http://www.eldestapeweb.com//la-reaccion-del-publico-cuando-victor-hugo-pidio-un-reconocimiento-roberto-navarro-n33776,Política,eldestapeweb,Despidieron a Navarro
"Luis Majul, en la editorial de este domingo en La Cornisa, disparó contra Roberto Navarro tras su despido de C5N en una editorial llena de contradicciones: ""No estamos hablando de un trabajador de prensa ni de un periodista. Es un operador"", aseguró. Cabe destacar que hasta el domingo pasado, el periodista favorito de Mauricio Macri salía siempre segundo en el rating, pese a estar en un canal de aire.    Embed         ""Se la pasó ensuciando gente. Sus investigaciones no tenían sustento"", dijo el periodista, que había anticipado que iba a detallar una por una cuáles eran, aunque nunca lo hizo durante su editorial: ""No me pidan que detalle una por una"". Falto de memoria, Luis Majul no recordó el día que su propio colega Alejandro Fantino lo dejó en jaque porque hacer oídos sordos al escándalo por la compra de dolar futuro de funcionarios de Mauricio Macri, una de las tantas denuncias de Economía Política.    Embed         Fantino le recordó en 2016 la investigación que realizaron los periodistas Iván Schargrodsky y Roberto Navarro en Economía Política: ""Lopetegui, Quintana, Torello compraron (dólar futuro) por 800, 1 millón... Nicky Caputo..."". Ante lo que Majul interrumpió: ""¿Está mal eso?"". No resultó extraña la omisión del conductor de la Cornisa, que asegura ser un periodista independiente, pero cuenta con un libro de la década del noventa llamado ""Los dueños de la Argentina"", en el que evidencia todos los negocios de Mauricio Macri y que nunca trajo a flote durante su gestión en el ejecutivo nacional. Tuvo que ser el propio Roberto el que comunicara estas denuncias, ya que el periodista de América parece haber olvidado lo que él mismo escribió hace veinte años.    Embed    Yo creo que el nuevo gobierno no va a plantear un juego de venganza hacia el kirchnerismo. Especial #Elecciones2015 por @AmericaTV — Luis Majul (@majulluis) 22 de noviembre de 2015            Embed    El poder se construye ejerciéndolo. La idea conceptual de poder de este nuevo gobierno es rebeldía sana, pequeña revolución #LaCornisa — Luis Majul (@majulluis) 23 de noviembre de 2015            Embed    #BuenMartes Todavía @mauriciomacri no asumió y el contraste es evidente. Plantea cosas normales. Mantiene sus promesas. No grita. Escucha. — Luis Majul (@majulluis) 24 de noviembre de 2015         En noviembre de 2016, Majul embistió contra el conductor de Vorterix, el de C5N, Roberto Navarro y contra ""los medios de Cristobal López"", luego que, casualmente, fueran justamente estos medios quienes hayan difundido la noticia sobre la facturación al Estado por parte de su productora de casi un millón de pesos por los derechos de un video que había sido realizado dos años atrás. LEE MÁS ""El Gobierno le pagó a Majul un millón de pesos por un video"" En aquel entonces, Sietecase agregó: ""Me dice alguien que vio la catarsis de Luisito. Vos vivís en Once y vas en subte y él es millonario. No hace falta explicar más"". Además, el ex América TV aseguró que Majul ""no es periodista"", sino ""un empresario exitoso con muy buenos vínculos con el gobierno"". El día que Majul reconoció trabajar con el Gobierno Al hacer la introducción de uno de sus informe en mayo de 2017, Majul blanqueó que ""diputados y medios"" comenzaron a ""colaborar mutuamente"" a la hora de trabajar para que ocurra ""como en Brasil"", donde la megacausa de corrupción conocida como Lava Jato amenaza con llevarse puesto a gran parte de la dirigencia política de aquel país. El conductor de La Cornisa mencionó como sus ""colaboradoras"" a las diputadas Margarita Stolbizer, Elisa Carrió y Mariana Zuvic (esta última del Parlasur) y a la legisladora Graciela Ocaña. Salvo Stolbizer, que es aliada de Sergio Massa pero igualmente ha amagado con irse al oficialismo, todas las demás militan ahora en Cambiemos.    Embed    En el aire, @majulluis blanqueó su vínculo con funcionarios oficialistas a la hora de investigar pic.twitter.com/HKJoyAlSr6 — El Destape (@eldestapeweb) 22 de mayo de 2017",El conductor de La Cornisa cargó en su editorial contra el periodista despedido de C5N pero los archivos lo dejaron en offside.,La carta que cerró la grieta por las amenazas de Macri a Verbitsky,http://www.eldestapeweb.com//majul-ataco-roberto-navarro-su-despido-c5n-n33775,Política,eldestapeweb,Despidieron a Navarro
"La ex presidenta Cristina Kirchner propuso que, así como ella brindó una entrevista a un periodista con quien no coincide ideológicamente, Mauricio Macri se someta a las preguntas de Horacio Verbitsky y Roberto Navarro. Llamativamente, el periodista rechazó esa idea. A través de una nota publicada en Página 12, dijo: ""Por mi parte, no estoy interesado porque conozco de antemano todas las respuestas, una nube de vaguedades y abstracciones sin relación con las preguntas ni con la realidad, tal como marca el manual de estilo de la Alianza Cambiemos"". LEER MÁS: Dalbón cruzó a los gritos a un funcionario macrista por Maldonado Sin embargo, dijo que sí le gustaría entrevistar a CFK aunque aclaró que, hasta ahora, ella se negó a darle una nota. ""En cambio, sí me gustaría entrevistar a Cristina, quien tiene muchas cosas interesantes para decir. Lamentablemente nunca aceptó mi pedido"".    Embed    .@VerbitskyH rechazó la idea de CFK para que entreviste a Macri ""Conozco de antemano las respuestas, una nube de vaguedades y abstracciones"" pic.twitter.com/UJpU0tGBjV — El Destape (@eldestapeweb) 25 de septiembre de 2017",El periodista dejó en claro su postura sobre la idea de la ex Presidenta y destrozó al Presidente con su explicación.,La periodista oficialista que criticó la solicitada por la persecusión a Verbitsky,http://www.eldestapeweb.com//verbitsky-rechazo-entrevistar-macri-pero-le-pidio-una-nota-cristina-n33774,Política,eldestapeweb,Horacio Verbitsky
"Un local partidario de Unidad Ciudadana en la localidad bonaerense de Pilar fue atacado el sábado a la madrigada con seis disparos que impactaron en el frente del edificio. La unidad básica pertenece al candidato a concejal por ese frente en esa ciudad, Federico Achával, quien responsabilizó por lo ocurrido al intendente, Nicolás Ducoté. Achával expresó: “Estamos hablando de seis disiparos con bala de plomo que entraron por la ventana. Por suerte no hubo ningún herido, pero nos preocupa porque sabemos que es el resultado de la violencia y la intolerancia que venimos sufriendo de parte del oficialismo desde las PASO”. Y agregó: “Vemos que Ducoté día a día y discurso a discurso se despacha con agravios y agresiones que sumados a la incorporación de sectores que creen en la violencia como método de control territorial, termina en hechos lamentables como este”.    achaval2.jpg       LEER MÁS: Bonadio impulsa la causa contra el cambista que expuso a Gustavo Arribas Los hechos ocurrieron alrededor de las 3 de la mañana, luego de que Ducoté lanzara su campaña con fuertes críticas a la oposición y con particular foco en Achával. “Sabemos que nuestro mensaje incomoda, venimos mostrando la ineficiencia de esta gestión, denunciando el abandono, las promesas incumplidas y evidentemente eso no cae bien”, analizó el candidato.    achaval3.jpg       Por último, Achával recordó que en las PASO tuvieron que presentar un habeas corpus para proteger a militantes que venían sufriendo persecuciones policiales y contó que en esta oportunidad “como corresponde, hicimos la denuncia en la policia”. Y cerró: “Esperamos que a Ducoté no se le vaya la situación de las manos y que reflexione sobre la responsabilidad que tiene de garantizar una campaña pacífica"". LEE MÁS ""Balearon un local de Nuevo Encuentro en Villa Crespo"" No es la primera vez que ocurren hechos de este calibre. Un local de Nuevo Encuentro fue atacado a balazos en 2016, cuando era inaugurado en el barrio porteño de Villa Crespo. El incidente dejó heridas a dos personas, que se encontraban allí en el acto de inauguración. Un día antes, un hecho similar ocurrió con una unidad básica de La Cámpora en Mar del Plata, que recibió varios disparos de itaka en la madrugada. LEE MÁS ""Balearon un local de La Cámpora en Mar del Plata""","La unidad básica pertenece al candidato a concejal en esa localidad, Federico Achával, quien responsabilizó por lo ocurrido al intendente, Nicolás Ducoté.","El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//atacaron-balazos-un-local-unidad-ciudadana-pilar-n33773,Política,eldestapeweb,Elecciones 2017
"Este lunes se celebra el Día del Empleado de Comercio, establecido por ley en el año 2009. De esta manera, supermercados, shoppings y cines no abrirán sus puertas para darle descanso a sus trabajadores. Sin embargo, algunos comercios podrían abrir si arreglan con sus empleados o es atendido por sus propios dueños. En este caso, a los trabajadores les corresponde el cobro de horas extras al 100%.  El Día del Empleado de Comercio fue establecido por la ley 26.541, sancionada en el año 2009. Allí se determinó que el 26 de septiembre sea el día para los trabajadores del sector. Sin embargo, este año se decidió correrlo para el lunes 25 ""por razones de practicidad"".","Por ley, se celebra el día de los trabajadores de la actividad. Tampoco abrirán los cines, pero puede haber algunos comercios que decidan abrir igualmente.","Afirman que hay un ""acuerdo casi cerrado"" por la venta de C5N",http://www.eldestapeweb.com//por-el-dia-del-empleado-comercio-no-abren-supermercados-ni-shoppings-n33772,Economia,eldestapeweb,Trabajo
"El CEO de Fiat y fiscal de Cambiemos en la última elección, Cristiano Rattazzi, despidió a la fallecida ex funcionaria María Julia Alsogaray a través de una necrológica en La Nación. La ex secretaria de Medio Ambiente menemista murió ayer a los 74 años en su casa, afectada por graves problemas de salud en el páncreas y la zona intestinal. LEER MÁS: El reclamo por la vuelta de Navarro fue primera tendencia en Argentina A través de un aviso fúnebre publicado en el diario La Nación, Rattazzi le dedicó: ""Cristiano Rattazzi participa su fallecimiento, acompañando a su familia en este triste momento"". LEE MÁS ""Murió María Julia Alsogaray"" Rattazzi fiscalizó en una escuela de La Matanza, en el último ballotage, y es conocido por sus elogios a la actual administración nacional hatsa el punto de considerar que el Gobierno “se merece un monumento”.    Embed    El empresario macrista Cristiano Rattazzi despidió a la fallecida María Julia Alsogaray, uno de los emblemas del menemismo pic.twitter.com/JlECIa2Hto — El Destape (@eldestapeweb) 25 de septiembre de 2017          LEE MÁS ""El error de La Nación con la muerte de María Julia que estalló en las redes""",El CEO de una famosa automotriz y fiscal de Cambiemos en la última elección le dedicó un mensaje a la ex funcionaria menemista.,Bomba televisiva: el enigmático mensaje de Asís contra Fantino,http://www.eldestapeweb.com//cristiano-ratazzi-despidio-maria-julia-alsogaray-un-mensaje-la-nacion-n33771,Política,eldestapeweb,Redes sociales
"El hashtag #C5NQueremosANavarro llegó a ser primera tendencia en Argentina durante las 21 del domingo, horario en el que el programa Economía Política solía estar hasta el reciente despido del canal C5N y el levantamiento de informes críticos a la actual gestión. LEÉ MÁS: A minutos de las 21, las redes sociales explotaron con el pedido por Roberto Navarro    Embed    #C5NQueremosANavarro fue primera tendencia en Argentina durante toda la noche del domingo y sigue siendo TT el lunes a la mañana pic.twitter.com/Tqih5p9DlN — El Destape (@eldestapeweb) 25 de septiembre de 2017         Enojados con la señal que ahora transmite desde el edificio de Ideas del Sur, muchos le dijeron ""chau a C5N"" en repudio a la decisión de las autoridades del canal por sacar del aire al periodista más crítico de la gestión de Mauricio Macri y con muy buenos niveles de audiencia.    Embed     [View the story ""El reclamo por la vuelta de Navarro fue primera tendencia en Argentina"" on Storify]        En tan solo 4 días, una petición subida a la plataforma Change.org alcanzó las 40 mil firmas para reclamar la vuelta del programa de Navarro a la televisión argentina.","Los televidentes y usuarios de redes sociales salieron con un ""operativo clamor"" para pedir la vuelta del periodista a la televisión.",La carta que cerró la grieta por las amenazas de Macri a Verbitsky,http://www.eldestapeweb.com//el-reclamo-la-vuelta-navarro-fue-primera-tendencia-argentina-n33770,Política,eldestapeweb,Despidieron a Navarro
"En las proyecciones macroeconómicas contenidas en el proyecto de Presupuesto 2018 se advierte un notable esfuerzo por barnizar como exitosa una performance pobre, con proyecciones a futuro que tampoco son optimistas. Estos son los números:     Embed        2016 2017 2018     Tasa de evolución del PIB -2,2% 3,0% 3,5%           Tomando como válidas estas discutibles proyecciones, luego de tres años de gobierno de Macri la economía habrá crecido a una tasa promedio anual de 1,4%. Resultado muy magro. La tasa de crecimiento promedio anual del PIB durante el período 2003-2015 fue en cambio de 4,3%, número que triplica el proyectado trienio amarillo, pero a lo largo de tres mandatos consecutivos. Del mismo modo, en ese largo período de más de una década el PBI per cápita 2 creció como pocas veces en la historia nacional: desde u$s7.669 en 2000 a u$s 13.467 en 2015. Por otra parte el gobierno cifra notables expectativas en la inversión como traccionador preponderante del crecimiento. En efecto, se espera que la tasa de inversión triplique el crecimiento promedio de la economía, ya que se habla de un aumento de esa variable en el cierre de 2017 de 10%, proyectando un optimista 12% en 2018. Sin embargo en 2016, año de apertura comercial y financiera y “salida del default” (versión macrista del pago a los fondos buitres), la inversión directa de no residentes alcanzó u$s 2.522 millones, mientras que el proyectado para el corriente año es de u$s 2.750 millones. En el ciclo más adverso del sector externo en el gobierno anterior -el lapso 2012-2015- que obligó a las regulaciones cambiarias y de administración de comercio, la inversión directa de no residentes alcanzó un promedio anual de u$s 2.2290 millones. Como se ve, los números no auguran tanto entusiasmo. A eso debemos agregar el escaso crecimiento de la demanda externa (la evolución de las exportaciones se prevé para 2017 con un aumento de 1,8% y 5,6% para 2018) y la retracción del sector público (se pronostica un aumento de apenas 1,3% para 2018). Todo indica que el gobierno nacional intenta -presentando un explosivo aumento de la inversión para 2018 (12%) que le permita calcular una tasa de crecimiento económico aceptable (3,5%)-encubrir una fuerte desaceleración del consumo público (1,3%). Otro elemento por considerar es el comportamiento del sector externo previsto. El gobierno pronostica funcionar con una balanza comercial deficitaria creciente, cerrando 2017 con u$s 4.500 millones de saldo comercial negativo, 2018 con u$s 5.600 millones y una cifra superior para el trienio 2019-2021 en torno a los u$s 7.000 millones. Este comportamiento implica que el giro ordinario de divisas de la Argentina va a ser negativo en forma incremental durante el último lustro, pues al déficit del intercambio con el mundo deben agregarse las salidas ordinarias por giro de utilidades y dividendos de las empresas extranjeras y el pago de intereses por los créditos contraídos. El macrismo admite entonces que su modelo de expansión de la economía se desenvolverá con una necesidad creciente y constante de ahorro externo, que ingresará por la cuenta capital bajo la forma de deuda y/o inversión. Ahora bien, si analizamos el origen y las aplicaciones de los capitales ingresados desde el inicio del gobierno, el rubro más relevante son las operaciones de crédito. Las operaciones de crédito netas, de cancelaciones, alcanzaron u$s 34.579 millones en 2016 y u$s24.733 en los primeros 7 meses de 2017, representando el 70,5% del ingreso de capitales del año pasado y el 72,3% del corriente. Como contracara, la inversión directa y de portafolio alcanzó los u$s 4.061 millones en 2016 y los u$s 5.989 en los primeros 7 meses de 2017, representando el 8,3% del ingreso de capitales del año anterior y el 17,5% en lo que va de este. Vale recordar que, durante el gobierno anterior, para superar el impacto de la crisis financierainternacional de 2008 que provocó una fuerte caída del PIB en 2009, se necesitó una masa crítica de u$s 12.000 millones, provenientes u$s 5.500 millones de organismos multilaterales de crédito y u$s 6.500 millones de reservas internacionales excedentes del BCRA, alcanzando una tasa de crecimiento promedio anual en el bienio 2010-2011 de 8%. Como contraparte, con un ingreso bruto de capitales de u$s 83.000 millones, el crecimiento promedio que estima alcanzar el gobierno en sus dos primeros años arroja un promedio anual de 0,7%.Es evidente que la palanca financiera no está rindiendo sus frutos. Los números referidos evidencian que el desequilibrio corriente del sector externo no es compensado por ingreso de capitales destinados a la inversión y sólo se puede sostener mientras fluyan cantidades ingentes de fondos provenientes de operaciones de deuda.",,¿Quién va a poner sobre la mesa la demanda de aborto legal?,http://www.eldestapeweb.com//presupuesto-2018-numeros-inconsistentes-que-esconden-el-ajuste-n33769,Opinión,eldestapeweb,Presupuesto 2018
"El juez Claudio Bonadio pidió información por exhorto a Suiza de las transferencias que recibió el titular de la AFI, Gustavo Arribas, en Suiza, y que fueran reveladas por el ""cambista"" Leonardo Meirelles. Bonadio tiene a su cargo la denuncia que Arribas le hizo a Meirelles por falso testimonio, porque éste al declarar en videoconferencia ante la Justicia argentina reafirmó que hizo unas diez transferencias bancarias a favor del titular de la AFI por 850.000 dólares al oficiar como ""valijero"" de la constructora brasilera Odebrecht. Según los dichos de Meirelles, las transferencias se hicieron desde el Estándar Chartered Bank de Hong Kong como en el HSBC de esa misma ciudad a nombre de las firmas RFY import y Export o DGX Import, todas controladas por él, en septiembre de 2013. Meirelles aseguró que las diez transferencias fueron hacia la cuenta que Arribas tiene en el Credit Suisse en Suiza, aunque el funcionario siempre lo negó y reconoció sí que sólo recibió una transferencia por 70.475 dólares por una venta de muebles que hizo a un empresario brasilero. La causa judicial contra Arribas nunca prosperó pues fue archivaday ahora está a estudio de la Corte Suprema de Justicia, pero Bonadio tiene a su cargo la causa por falso testimonio que Arribas le inició a Meirelles por sus dichos. ""A fin de demostrar la falsedad de los dichos de Meirelles o acreditar la veracidad de las aseveraciones del querellante, en cuanto a la recepción den su cuenta bancaria de una única transferencia de dólares, es que en el marco del tratado de asistencia judicial mutua en materia penal entre Argentina y la Confederación Suiza es que habrá de librarse rogatoria internacional ofreciendo reciprocidad en casos análogos"", sostuvo Bonadio. ""Ello por cuanto resulta relevante a la hora de establecer la responsabilidad penal que podría caberle a Meirelles en el delito de falso testimonio"" aunque también ""demostrar si Arribas es veraz en la información que aportó no solo ante la Justicia argentina sino también en la opinión pública, siendo que de probarse los envíos de dinero podría caberle los delitos de cohecho y o tráfico de influencias"", explicó el juez en su requisitoria a la que accedió la agencia Noticias Argentinas.    El exhorto, que será traducido al francés, se tramitará a través del Ministerio de Relaciones Exteriores.",El polémico magistrado realizó un exhorto al país helvético por las transferencias recibidas por el hoy titular de la AFI.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//bonadio-avanza-la-denuncia-arribas-contra-el-delator-del-dinero-suiza-n33768,Política,eldestapeweb,Gustavo Arribas
