"","id","interes_politica","diario_mas_lee","grupos_influencia_su_opinion","autoposicionamiento_ideologico","autoposicionamiento_partidario","eval_gestion_NK","eval_futura_situacion_pais","progresismo_conservadurismo","nivel_nacionalismo","voto_comparado","voto_anterior_presidencial_2007","voto_anterior_caba_2006","pogr_estado_propietario_empresas","pogr_estado_interventor","cons_universidades_estatales_aranceladas","progr_adopcion_parejas_gay","cons_aumentar_penas","cons_bajar_edad_imputabilidad","pogr_control_precios_estado","sexo","edad","estud","trabajo","distrito","salud","pon","R_interes_politica","R_autoposicionamiento_ideologico","R_eval_gestion_NK","R_progresismo_conservadurismo","R_nacionalismo","R_pogr_estado_propietario_empresas","R_pogr_estado_interventor","R_cons_universidades_estatales_aranceladas","R_progr_adopcion_parejas_gay","R_cons_aumentar_penas","R_cons_bajar_edad_imputabilidad","R_pogr_control_precios_estado"
"227",227,"Bastante interesado","Clarín",NA,"Izquierda","Socialismo","Buena","Igual que ahora","Decididamente progresista","Poco nacionalista","Distinto que su padre","En blanco","Daniel Filmus","Bastante de acuerdo","Muy de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1,"No tiene cobertura",0.790864523947231,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"228",228,"Bastante interesado","Clarín","Su pareja","Centroderecha","PRO","Regular Negativa","Peor que ahora","Algo conservadora","Muy nacionalista","Distinto que su padre","Alberto Rodríguez Saa","Mauricio Macri","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Mujer","50 a 65años","Secundario","Está desocupado",1," Obra social",1.24366967665112,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","2_Nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"229",229,"Poco interesado","Clarín",NA,"Izquierda","ARI","Regular Negativa","Peor que ahora","Decididamente progresista","Muy nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Está desocupado",1,"No tiene cobertura",0.544356173452499,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"230",230,"Poco interesado","La Nación",NA,"No sabe","PRO","Regular Negativa","Igual que ahora","No sabe","Ns/Nc","Distinto que su padre","Elisa Carrió","Mauricio Macri","No sabe","No sabe","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Mujer","50 a 65años","Secundario","Es ama de casa",1,"No tiene cobertura",1.24366967665112,"1_No interesado","9_NS","2_Positiva","9_NS","9_NS","9_NS","9_NS","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"231",231,"Bastante interesado","La Nación","Sus compañeros de trabajo","Centroderecha","Otros partidos","Regular Negativa","Peor que ahora","Algo conservadora","Bastante nacionalista","Distinto que su padre","Alberto Rodríguez Saa","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Hombre","66 y más","Terciario/ universitario","Es jubilado o pensionado",1," Obra social",0.390135930420291,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo"
"232",232,"Poco interesado","La Nación",NA,"No sabe","No sabe","No sabe","Peor que ahora","No sabe","Ns/Nc","Distinto que su padre","No sabe","En blanco","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Algo en desacuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.425528873642081,"1_No interesado","9_NS","9_NS","9_NS","9_NS","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"233",233,"Poco interesado","Clarín","Su familia","No sabe","No sabe","Regular positiva","No sabe","No sabe","Ns/Nc","Igual que su padre","Roberto Lavagna","No sabe","No sabe","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","30 a 49 años","Secundario","Trabaja",1," Obra social",1.59095964611357,"1_No interesado","9_NS","2_Positiva","9_NS","9_NS","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"234",234,"Muy interesado","La Nación",NA,"Centroizquierda","PRO","Mala","Igual que ahora","Algo progresista","Poco nacionalista","Igual que su padre","Roberto Lavagna","Mauricio Macri","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Mujer","66 y más","Secundario","Es jubilado o pensionado",1,"Prepaga",0.784825343662865,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"235",235,"Poco interesado","La Nación","Otros grupos","Centroderecha","PRO","Regular Negativa","Peor que ahora","Algo conservadora","Bastante nacionalista","Ns/Nc","No sabe","Mauricio Macri","Muy en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","66 y más","Terciario/ universitario","Es jubilado o pensionado",1,"Prepaga",0.268532594116069,"1_No interesado","2_Derecha","2_Positiva","2_Progresista","2_Nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"236",236,"Poco interesado","Clarín","Su pareja","No sabe","Peronismo","Buena","Peor que ahora","Decididamente progresista","Muy nacionalista","Ns/Nc","Cristina Kirchner","Mauricio Macri","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Muy de acuerdo","Mujer","66 y más","Primario","Es ama de casa",1," Obra social",1.34369084653868,"1_No interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo"
"237",237,"Poco interesado","Clarín","Su familia","No sabe","No sabe","Regular positiva","Igual que ahora","No sabe","Ns/Nc","Ns/Nc","Cristina Kirchner","En blanco","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Mujer","66 y más","Primario","Es estudiante",1," Obra social",1.34369084653868,"1_No interesado","9_NS","2_Positiva","9_NS","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"238",238,"Bastante interesado","Clarín","Otros grupos","Izquierda","PRO","Regular positiva","Igual que ahora","Decididamente conservadora","Muy nacionalista","Distinto que su padre","Cristina Kirchner","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.790864523947231,"2_Interesado","1_Izquierda","2_Positiva","2_Progresista","2_Nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"239",239,"Poco interesado","Clarín","Sus amigos","No sabe","Peronismo","Buena","Igual que ahora","No sabe","Ns/Nc","Igual que su padre","Elisa Carrió","Daniel Filmus","Bastante de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Hombre","18 a 29 años","Secundario","Trabaja",1," Obra social",2.16767322841093,"1_No interesado","9_NS","2_Positiva","9_NS","9_NS","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"240",240,"Muy interesado","Clarín",NA,"Centroizquierda","Socialismo","Regular positiva","Peor que ahora","No sabe","Bastante nacionalista","Distinto que su padre","No sabe","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy de acuerdo","Mujer","18 a 29 años","Secundario","Es estudiante",1," Obra social",1.49202078002418,"2_Interesado","1_Izquierda","2_Positiva","9_NS","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo"
"241",241,"Bastante interesado","La Nación",NA,"Centroizquierda","ARI","Mala","Igual que ahora","Decididamente progresista","Poco nacionalista","Distinto que su padre","No sabe","No sabe","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.544356173452499,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"242",242,"Poco interesado","Clarín",NA,"No sabe","PRO","Regular positiva","Peor que ahora","Algo progresista","Muy nacionalista","Distinto que su padre","En blanco","Mauricio Macri","Muy en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Mujer","50 a 65años","Secundario","Es ama de casa",1," Obra social",1.24366967665112,"1_No interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"243",243,"Nada interesado","Clarín","No sabe","No sabe","Peronismo","Buena","Peor que ahora","Algo progresista","Ns/Nc","Distinto que su padre","Roberto Lavagna","No sabe","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Hombre","18 a 29 años","Secundario","Trabaja",1," Obra social",2.16767322841093,"1_No interesado","9_NS","2_Positiva","1_Conservador","9_NS","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"244",244,"Bastante interesado","Clarín","Su pareja","Centroizquierda","Socialismo","Buena","Mejor que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","Cristina Kirchner","Daniel Filmus","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.510503660171152,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"245",245,"Muy interesado","Perfil",NA,"Centroizquierda","Otros partidos","Regular positiva","Peor que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","En blanco","No sabe","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.790864523947231,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"246",246,"Poco interesado","La Nación",NA,"Centroderecha","PRO","Regular Negativa","Peor que ahora","Algo progresista","Poco nacionalista","Distinto que su padre","Roberto Lavagna","Mauricio Macri","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.425528873642081,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"247",247,"Poco interesado","Clarín","Su familia","No sabe","ARI","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","No sabe","No sabe","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.425528873642081,"1_No interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"248",248,"Muy interesado","No lee diarios",NA,"Centroizquierda","Radicalismo","Buena","No sabe","Algo conservadora","Poco nacionalista","Igual que su padre","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Hombre","30 a 49 años","Primario","Es ama de casa",1," Obra social",3.9573498523637,"2_Interesado","1_Izquierda","2_Positiva","2_Progresista","1_No nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"249",249,"Bastante interesado","Página 12","Su familia","Izquierda","Otros partidos","Regular Negativa","Peor que ahora","Decididamente progresista","Muy nacionalista","Distinto que su padre","En blanco","En blanco","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Hombre","66 y más","Secundario","Es jubilado o pensionado",1," Obra social",1.14022868127134,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"250",250,"Poco interesado","La Nación","Su familia","No sabe","Peronismo","Regular positiva","Igual que ahora","Decididamente progresista","Nada nacionalista","Distinto que su padre","Cristina Kirchner","No sabe","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Muy de acuerdo","Hombre","18 a 29 años","Secundario","Está desocupado",1,"No tiene cobertura",2.16767322841093,"1_No interesado","9_NS","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo"
"251",251,"Muy interesado","La Nación","No sabe","Centroizquierda","Socialismo","Buena","Igual que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","En blanco","Daniel Filmus","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"252",252,"Muy interesado","Clarín",NA,"Izquierda","Otros partidos","Regular Negativa","Peor que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","No sabe","Daniel Filmus","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.510503660171152,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"253",253,"Muy interesado","Clarín","No sabe","Centroizquierda","Socialismo","Regular positiva","Igual que ahora","Decididamente progresista","Muy nacionalista","Distinto que su padre","No sabe","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"254",254,"Bastante interesado","Clarín",NA,"Derecha","Peronismo","Regular positiva","Igual que ahora","Algo conservadora","Poco nacionalista","Ns/Nc","Cristina Kirchner","No sabe","Algo en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Algo en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.510503660171152,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","1_No nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"255",255,"Poco interesado","Clarín","Su pareja","Derecha","PRO","Regular Negativa","Igual que ahora","Decididamente progresista","Nada nacionalista","Igual que su padre","Ricardo López Murphy","Mauricio Macri","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","50 a 65años","Terciario/ universitario","Está desocupado",1,"Prepaga",0.425528873642081,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"256",256,"Poco interesado","Página 12",NA,"Izquierda","Socialismo","Regular positiva","Igual que ahora","Decididamente progresista","Ns/Nc","Distinto que su padre","Otros","En blanco","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.544356173452499,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","9_NS","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"257",257,"Muy interesado","Ámbito Financiero",NA,"Centroizquierda","Otros partidos","Mala","Peor que ahora","Algo conservadora","Bastante nacionalista","Igual que su padre","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Hombre","50 a 65años","Terciario/ universitario","Está desocupado",1," Obra social",0.618227011084154,"2_Interesado","1_Izquierda","2_Positiva","2_Progresista","2_Nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"258",258,"Poco interesado","La Nación",NA,"Centroderecha","Socialismo","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Igual que su padre","Elisa Carrió","Mauricio Macri","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.544356173452499,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"259",259,"Poco interesado","La Nación","Su familia","Centroderecha","PRO","Regular Negativa","Igual que ahora","Algo progresista","Bastante nacionalista","Igual que su padre","En blanco","No sabe","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.790864523947231,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"260",260,"Poco interesado","La Nación","Su familia","Derecha","PRO","Mala","Peor que ahora","Algo conservadora","Ns/Nc","Ns/Nc","Ricardo López Murphy","Mauricio Macri","Algo en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Hombre","66 y más","Terciario/ universitario","Es jubilado o pensionado",1," Obra social",0.390135930420291,"1_No interesado","2_Derecha","2_Positiva","2_Progresista","9_NS","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"261",261,"Poco interesado","Clarín","Otros grupos","No sabe","Otros partidos","Regular positiva","Igual que ahora","Algo conservadora","Muy nacionalista","Igual que su padre","Elisa Carrió","No sabe","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","No sabe","No sabe","Bastante de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.510503660171152,"1_No interesado","9_NS","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","9_NS","9_NS","2_Acuerdo"
"262",262,"Muy interesado","Clarín",NA,"Centroderecha","PRO","Regular positiva","Igual que ahora","Algo conservadora","Bastante nacionalista","Igual que su padre","Elisa Carrió","Mauricio Macri","Muy en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Hombre","50 a 65años","Secundario","Trabaja",1," Obra social",1.80685785289091,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"263",263,"Bastante interesado","Clarín","Su familia","Centroizquierda","ARI","Regular positiva","No sabe","Algo progresista","Bastante nacionalista","Igual que su padre","Elisa Carrió","No sabe","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Es estudiante",1," Obra social",0.510503660171152,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"264",264,"Muy interesado","No lee diarios",NA,"Izquierda","Otros partidos","Mala","Igual que ahora","Decididamente progresista","Bastante nacionalista","Igual que su padre","Otros","En blanco","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Hombre","30 a 49 años","Secundario","Trabaja",1," Obra social",2.31141595246858,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo"
"265",265,"Muy interesado","Clarín","Su familia","No sabe","No sabe","Buena","Igual que ahora","No sabe","Poco nacionalista","Ns/Nc","No sabe","Mauricio Macri","No sabe","No sabe","No sabe","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","No sabe","Mujer","66 y más","Primario","Es estudiante",1," Obra social",1.34369084653868,"2_Interesado","9_NS","2_Positiva","9_NS","1_No nacionalista","9_NS","9_NS","9_NS","2_Acuerdo","1_Desacuerdo","2_Acuerdo","9_NS"
"266",266,"Muy interesado","No lee diarios",NA,"Centroderecha","PRO","Regular Negativa","Igual que ahora","Algo progresista","Bastante nacionalista","Igual que su padre","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Hombre","18 a 29 años","Terciario/ universitario","Trabaja",1," Obra social",0.741682107899907,"2_Interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"267",267,"Bastante interesado","La Nación","Su familia","No sabe","PRO","Mala","Igual que ahora","No sabe","Muy nacionalista","Ns/Nc","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Muy en desacuerdo","No sabe","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Mujer","18 a 29 años","Terciario/ universitario","Es estudiante",1," Obra social",0.510503660171152,"2_Interesado","9_NS","2_Positiva","9_NS","2_Nacionalista","1_Desacuerdo","1_Desacuerdo","9_NS","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"268",268,"Muy interesado","Otros","Su familia","Centroizquierda","Radicalismo","Regular positiva","Igual que ahora","Decididamente progresista","Muy nacionalista","Igual que su padre","Roberto Lavagna","En blanco","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"269",269,"Bastante interesado","La Nación","Otros grupos","Centroizquierda","Radicalismo","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Igual que su padre","Roberto Lavagna","Daniel Filmus","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.425528873642081,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
